ID,whiteElo,blackElo,result,eloChange
M6#45,2731,2745,0.5,0.2
M7#1,2750,2621,0.5,-1.8
M7#2,2727,2786,0.5,0.8
M7#3,2795,2747,0.5,-0.7
M7#4,2633,2750,0.5,1.6
M7#5,2751,2652,0,-6.4
M7#6,2696,2755,0.5,0.8
M7#7,2772,2710,0.5,-0.9
M7#8,2710,2773,0.5,0.9
M7#9,2785,2724,0.5,-0.9
M7#10,2786,2710,0.5,-1.1
M7#11,2652,2795,0.5,1.9
M7#12,2710,2750,0.5,0.6
M7#13,2724,2772,0.5,0.7
M7#14,2773,2727,1,4.3
M7#15,2621,2751,0,-3.2
M7#16,2747,2785,0.5,0.5
M7#17,2750,2696,0.5,-0.8
M7#18,2755,2633,0.5,-1.7
M7#19,2696,2786,0.5,1.3
M7#20,2772,2747,1,4.6
M7#21,2750,2755,0,-4.9
M7#22,2751,2633,0,-6.6
M7#23,2710,2750,0.5,0.6
M7#24,2795,2724,0.5,-1.0
M7#25,2785,2710,0.5,-1.1
M7#26,2727,2621,0,-6.5
M7#27,2652,2773,0,-3.3
M7#28,2773,2755,0.5,-0.3
M7#29,2747,2751,0,-4.9
M7#30,2710,2710,0,-5.0
M7#31,2724,2696,0.5,-0.4
M7#32,2621,2785,0.5,2.2
M7#33,2786,2652,0.5,-1.8
M7#34,2750,2795,0.5,0.6
M7#35,2633,2772,0,-3.1
M7#36,2727,2750,0.5,0.3
M7#37,2652,2750,0,-3.6
M7#38,2772,2773,0.5,0.0
M7#39,2795,2633,1,2.8
M7#40,2785,2786,0.5,0.0
M7#41,2751,2724,0.5,-0.4
M7#42,2696,2621,0.5,-1.1
M7#43,2750,2747,1,5.0
M7#44,2755,2710,0.5,-0.6
M7#45,2710,2727,0.5,0.2
M7#46,2747,2727,1,4.7
M7#47,2633,2652,0.5,0.3
M7#48,2621,2710,0.5,1.3
M7#49,2724,2750,1,5.4
M7#50,2773,2795,0.5,0.3
M7#51,2696,2785,0.5,1.3
M7#52,2786,2751,1,4.5
M7#53,2710,2772,0.5,0.9
M7#54,2750,2755,0.5,0.1
M7#55,2786,2773,0.5,-0.2
M7#56,2772,2750,0.5,-0.3
M7#57,2750,2696,0.5,-0.8
M7#58,2785,2633,1,2.9
M7#59,2755,2724,0.5,-0.4
M7#60,2652,2621,1,4.6
M7#61,2727,2751,0.5,0.3
M7#62,2710,2747,0.5,0.5
M7#63,2795,2710,0.5,-1.2
M7#64,2755,2772,0.5,0.2
M7#65,2696,2795,0.5,1.4
M7#66,2773,2785,0.5,0.2
M7#67,2710,2724,0.5,0.2
M7#68,2750,2786,0.5,0.5
M7#69,2751,2750,0,-5.0
M7#70,2633,2727,0.5,1.3
M7#71,2621,2747,0.5,1.7
M7#72,2652,2710,0.5,0.8
M7#73,2786,2755,0.5,-0.4
M7#74,2785,2750,0.5,-0.5
M7#75,2750,2710,0.5,-0.6
M7#76,2747,2696,0.5,-0.7
M7#77,2727,2652,0,-6.1
M7#78,2710,2751,0.5,0.6
M7#79,2633,2621,0.5,-0.2
M7#80,2724,2773,0,-4.3
M7#81,2772,2795,0.5,0.3
M9#1,2787,2690,0.5,-1.4
M9#2,2734,2739,0.5,0.1
M9#3,2736,2708,0.5,-0.4
M9#4,2724,2781,1,5.8
M9#5,2752,2772,0.5,0.3
M9#6,2728,2754,1,5.4
M9#7,2759,2761,0.5,0.0
M9#8,2773,2762,1,4.8
M9#9,2761,2759,0.5,-0.0
M9#10,2690,2787,1,6.4
M9#11,2772,2752,1,4.7
M9#12,2708,2736,0,-4.6
M9#13,2739,2734,1,4.9
M9#14,2754,2728,1,4.6
M9#15,2762,2773,0.5,0.2
M9#16,2781,2724,0.5,-0.8
M9#17,2728,2754,0.5,0.4
M9#18,2759,2761,0.5,0.0
M9#19,2754,2728,1,4.6
M9#20,2761,2759,1,5.0
M9#21,2761,2690,0.5,-1.0
M9#22,2739,2724,0.5,-0.2
M9#23,2736,2773,0.5,0.5
M9#24,2772,2754,0.5,-0.3
M9#25,2724,2739,1,5.2
M9#26,2773,2736,0.5,-0.5
M9#27,2690,2761,0.5,1.0
M9#28,2754,2772,0.5,0.3
M9#29,2690,2761,0,-4.0
M9#30,2754,2772,0.5,0.3
M9#31,2736,2773,0.5,0.5
M9#32,2761,2690,0.5,-1.0
M9#33,2772,2754,1,4.7
M9#34,2773,2736,1,4.5
M9#35,2761,2772,0.5,0.2
M9#36,2773,2724,0.5,-0.7
M9#37,2772,2761,1,4.8
M9#38,2724,2773,0.5,0.7
M9#39,2724,2773,0.5,0.7
M9#40,2773,2724,1,4.3
M9#41,2724,2773,0.5,0.7
M9#42,2773,2724,0.5,-0.7
M9#43,2772,2773,0.5,0.0
M9#44,2773,2772,0.5,-0.0
M9#45,2773,2772,1,5.0
M9#46,2772,2773,0.5,0.0
M3#1,2550,2645,0.5,1.3
M3#2,2620,2620,1,5.0
M3#3,2610,2630,1,5.3
M3#4,2690,2575,1,3.4
M3#5,2670,2625,1,4.4
M3#6,2670,2645,1,4.6
M3#7,2575,2670,1,6.3
M3#8,2645,2610,1,4.5
M3#9,2625,2550,0,-6.1
M3#10,2620,2630,0.5,0.1
M3#11,2620,2670,0,-4.3
M3#12,2645,2690,0,-4.4
M3#13,2550,2620,0.5,1.0
M3#14,2610,2575,1,4.5
M3#15,2690,2625,0.5,-0.9
M3#16,2670,2645,1,4.6
M3#17,2670,2620,0,-5.7
M3#18,2630,2645,1,5.2
M3#19,2645,2610,0,-5.5
M3#20,2620,2645,0.5,0.4
M3#21,2625,2670,0.5,0.6
M3#22,2575,2630,0,-4.2
M3#23,2670,2550,1,3.3
M3#24,2620,2690,0.5,1.0
M3#25,2645,2575,1,4.0
M3#26,2610,2625,1,5.2
M3#27,2670,2620,1,4.3
M3#28,2630,2645,0.5,0.2
M3#29,2690,2670,1,4.7
M3#30,2670,2670,0.5,0.0
M3#31,2625,2630,0.5,0.1
M3#32,2620,2575,0.5,-0.6
M3#33,2645,2645,0.5,0.0
M3#34,2550,2690,0.5,1.9
M3#35,2620,2610,0,-5.1
M3#36,2690,2620,0.5,-1.0
M3#37,2610,2670,0.5,0.9
M3#38,2575,2645,0.5,1.0
M3#39,2645,2625,1,4.7
M3#40,2670,2550,1,3.3
M3#41,2630,2620,0.5,-0.1
M3#42,2620,2645,0.5,0.4
M3#43,2550,2610,1,5.9
M3#44,2670,2630,0,-5.6
M3#45,2690,2670,0.5,-0.3
M3#46,2625,2575,0,-5.7
M3#47,2620,2645,0.5,0.4
M3#48,2550,2620,1,6.0
M3#49,2645,2625,0.5,-0.3
M3#50,2670,2620,1,4.3
M3#51,2645,2670,0,-4.6
M3#52,2575,2620,0.5,0.6
M3#53,2610,2690,0.5,1.1
M3#54,2630,2550,0.5,-1.1
M3#55,2690,2630,0.5,-0.9
M3#56,2620,2625,1,5.1
M3#57,2620,2645,0.5,0.4
M3#58,2550,2645,0.5,1.3
M3#59,2670,2610,1,4.1
M3#60,2670,2575,0.5,-1.3
M3#61,2630,2670,0.5,0.6
M3#62,2610,2620,1,5.1
M3#63,2575,2550,0.5,-0.4
M3#64,2645,2690,0,-4.4
M3#65,2625,2620,1,4.9
M3#66,2645,2670,0,-4.6
N5#1,2600,2500,0,-6.4
N5#2,2625,2590,0,-5.5
N5#3,2565,2565,0.5,0.0
N5#4,2500,2515,0.5,0.2
N5#5,2510,2525,1,5.2
N5#6,2575,2565,0,-5.1
N5#7,2565,2575,0.5,0.1
N5#8,2565,2515,1,4.3
N5#9,2525,2600,1,6.1
N5#10,2500,2500,0.5,0.0
N5#11,2565,2625,0,-4.1
N5#12,2590,2510,0.5,-1.1
N5#13,2600,2590,0.5,-0.1
N5#14,2625,2565,0.5,-0.9
N5#15,2510,2565,0.5,0.8
N5#16,2500,2525,0,-4.6
N5#17,2575,2565,0.5,-0.1
N5#18,2515,2500,0.5,-0.2
N5#19,2590,2500,0.5,-1.3
N5#20,2525,2515,0.5,-0.1
N5#21,2565,2600,0.5,0.5
N5#22,2565,2500,0.5,-0.9
N5#23,2565,2510,0.5,-0.8
N5#24,2575,2625,1,5.7
N5#25,2500,2565,0,-4.1
N5#26,2600,2565,1,4.5
N5#27,2625,2565,1,4.1
N5#28,2510,2575,1,5.9
N5#29,2515,2590,0.5,1.1
N5#30,2500,2525,1,5.4
N5#31,2590,2500,0.5,-1.3
N5#32,2565,2515,0,-5.7
N5#33,2565,2525,1,4.4
N5#34,2575,2600,0.5,0.4
N5#35,2625,2510,0.5,-1.6
N5#36,2565,2500,1,4.1
N5#37,2515,2565,0.5,0.7
N5#38,2510,2565,1,5.8
N5#39,2525,2590,0.5,0.9
N5#40,2500,2565,0.5,0.9
N5#41,2500,2575,0.5,1.1
N5#42,2600,2625,0.5,0.4
N5#43,2565,2590,1,5.4
N5#44,2510,2600,0.5,1.3
N5#45,2565,2525,1,4.4
N5#46,2575,2515,1,4.1
N5#47,2565,2500,1,4.1
N5#48,2625,2500,0,-6.7
N5#49,2515,2625,0,-3.5
N5#50,2600,2565,0.5,-0.5
N5#51,2590,2565,0.5,-0.4
N5#52,2525,2565,0.5,0.6
N5#53,2500,2575,0,-3.9
N5#54,2500,2510,0.5,0.1
N5#55,2575,2525,0.5,-0.7
N5#56,2625,2500,1,3.3
N5#57,2565,2590,0.5,0.4
N5#58,2600,2500,1,3.6
N5#59,2565,2565,0,-5.0
N5#60,2510,2515,0.5,0.1
N5#61,2500,2510,1,5.1
N5#62,2515,2600,0.5,1.2
N5#63,2590,2575,0.5,-0.2
N5#64,2525,2625,0,-3.6
N5#65,2500,2565,0,-4.1
N5#66,2565,2565,0.5,0.0
N9#1,2746,2728,0.5,-0.3
N9#2,2748,2733,1,4.8
N9#3,2721,2693,0.5,-0.4
N9#4,2696,2695,0.5,-0.0
N9#5,2725,2754,0,-4.6
N9#6,2751,2720,0.5,-0.4
N9#7,2716,2726,0.5,0.1
N9#8,2726,2746,1,5.3
N9#9,2751,2725,0.5,-0.4
N9#10,2754,2696,1,4.2
N9#11,2695,2721,0.5,0.4
N9#12,2693,2748,0.5,0.8
N9#13,2733,2716,0.5,-0.2
N9#14,2720,2728,0.5,0.1
N9#15,2721,2754,1,5.5
N9#16,2728,2726,0.5,-0.0
N9#17,2746,2733,0.5,-0.2
N9#18,2716,2693,1,4.7
N9#19,2748,2695,1,4.2
N9#20,2696,2751,0,-4.2
N9#21,2725,2720,0.5,-0.1
N9#22,2754,2748,0.5,-0.1
N9#23,2725,2696,0.5,-0.4
N9#24,2751,2721,0.5,-0.4
N9#25,2695,2716,0.5,0.3
N9#26,2693,2746,0.5,0.8
N9#27,2733,2728,0.5,-0.1
N9#28,2720,2726,1,5.1
N9#29,2748,2751,0.5,0.0
N9#30,2721,2725,0.5,0.1
N9#31,2716,2754,0.5,0.5
N9#32,2746,2695,0,-5.7
N9#33,2728,2693,0.5,-0.5
N9#34,2726,2733,0.5,0.1
N9#35,2696,2720,1,5.3
N9#36,2725,2748,1,5.3
N9#37,2693,2726,0,-4.5
N9#38,2695,2728,0.5,0.5
N9#39,2754,2746,1,4.9
N9#40,2751,2716,0.5,-0.5
N9#41,2696,2721,1,5.4
N9#42,2720,2733,0.5,0.2
N9#43,2728,2754,0.5,0.4
N9#44,2733,2693,0,-5.6
N9#45,2726,2695,0.5,-0.4
N9#46,2746,2751,0.5,0.1
N9#47,2716,2725,0.5,0.1
N9#48,2748,2696,0.5,-0.7
N9#49,2721,2720,1,5.0
N9#50,2721,2748,0.5,0.4
N9#51,2696,2716,0.5,0.3
N9#52,2725,2746,0.5,0.3
N9#53,2751,2728,0.5,-0.3
N9#54,2754,2726,0.5,-0.4
N9#55,2695,2733,0,-4.5
N9#56,2720,2693,0,-5.4
N9#57,2748,2720,0,-5.4
N9#58,2693,2695,0.5,0.0
N9#59,2733,2754,0.5,0.3
N9#60,2726,2751,0.5,0.4
N9#61,2728,2725,1,5.0
N9#62,2746,2696,0.5,-0.7
N9#63,2716,2721,1,5.1
N9#64,2754,2693,1,4.1
N9#65,2748,2716,1,4.5
N9#66,2721,2746,0.5,0.4
N9#67,2696,2728,1,5.5
N9#68,2725,2726,1,5.0
N9#69,2751,2733,1,4.7
N9#70,2720,2695,0.5,-0.4
N9#71,2695,2754,0.5,0.8
N9#72,2693,2751,0.5,0.8
N9#73,2733,2725,1,4.9
N9#74,2726,2696,0.5,-0.4
N9#75,2728,2721,1,4.9
N9#76,2746,2748,1,5.0
N9#77,2716,2720,0.5,0.1
N9#78,2720,2754,0.5,0.5
N9#79,2716,2746,0.5,0.4
N9#80,2748,2728,1,4.7
N9#81,2721,2726,1,5.1
N9#82,2696,2733,0.5,0.5
N9#83,2725,2693,0.5,-0.5
N9#84,2751,2695,1,4.2
N9#85,2754,2751,1,5.0
N9#86,2728,2716,1,4.8
N9#87,2726,2748,0.5,0.3
N9#88,2733,2721,1,4.8
N9#89,2693,2696,0,-5.0
N9#90,2695,2725,0.5,0.4
N9#91,2746,2720,0.5,-0.4
N8#1,2732,2714,0,-5.3
N8#2,2786,2727,0.5,-0.8
N8#3,2757,2791,0.5,0.5
N8#4,2727,2732,0,-4.9
N8#5,2791,2714,0.5,-1.1
N8#6,2757,2786,1,5.4
N8#7,2714,2727,0.5,0.2
N8#8,2732,2757,0.5,0.4
N8#9,2786,2791,0.5,0.1
N8#10,2727,2757,0.5,0.4
N8#11,2714,2786,0.5,1.0
N8#12,2732,2791,0.5,0.8
N8#13,2791,2727,1,4.1
N8#14,2786,2732,0.5,-0.8
N8#15,2757,2714,0.5,-0.6
N8#16,2791,2757,1,4.5
N8#17,2727,2786,0.5,0.8
N8#18,2714,2732,1,5.3
N8#19,2786,2757,0,-5.4
N8#20,2732,2727,0,-5.1
N8#21,2714,2791,0.5,1.1
N8#22,2791,2786,1,4.9
N8#23,2727,2714,1,4.8
N8#24,2757,2732,0.5,-0.4
N8#25,2732,2786,0.5,0.8
N8#26,2727,2791,0,-4.1
N8#27,2714,2757,0.5,0.6
N8#28,2791,2732,0.5,-0.8
N8#29,2757,2727,0.5,-0.4
N8#30,2786,2714,1,4.0
N9#1,2772,2762,1,4.9
N9#2,2813,2742,0.5,-1.0
N9#3,2736,2757,0.5,0.3
N9#4,2762,2757,0.5,-0.1
N9#5,2742,2736,0.5,-0.1
N9#6,2772,2813,1,5.6
N9#7,2736,2772,0.5,0.5
N9#8,2757,2742,0.5,-0.2
N9#9,2813,2762,0.5,-0.7
N9#10,2742,2772,0,-4.6
N9#11,2757,2813,0.5,0.8
N9#12,2736,2762,0.5,0.4
N9#13,2772,2757,1,4.8
N9#14,2762,2742,0.5,-0.3
N9#15,2813,2736,0.5,-1.1
N9#16,2762,2772,0.5,0.1
N9#17,2757,2736,0.5,-0.3
N9#18,2742,2813,0,-4.0
N9#19,2736,2742,0.5,0.1
N9#20,2757,2762,0.5,0.1
N9#21,2813,2772,0.5,-0.6
N9#22,2772,2736,1,4.5
N9#23,2762,2813,0,-4.3
N9#24,2742,2757,1,5.2
N9#25,2757,2772,0.5,0.2
N9#26,2736,2813,0.5,1.1
N9#27,2742,2762,0.5,0.3
N9#28,2772,2742,1,4.6
N9#29,2813,2757,0.5,-0.8
N9#30,2762,2736,0.5,-0.4
N0#1,2800,2732,0.5,-1.0
N0#2,2826,2716,1,3.5
N0#3,2803,2719,0.5,-1.2
N0#4,2732,2719,0.5,-0.2
N0#5,2716,2803,0.5,1.2
N0#6,2800,2826,0.5,0.4
N0#7,2826,2732,1,3.7
N0#8,2803,2800,0,-5.0
N0#9,2719,2716,0,-5.0
N0#10,2719,2826,0.5,1.5
N0#11,2716,2800,1,6.2
N0#12,2803,2732,0.5,-1.0
N0#13,2800,2719,0.5,-1.1
N0#14,2826,2803,1,4.7
N0#15,2732,2716,0,-5.2
N0#16,2732,2800,0,-4.0
N0#17,2716,2826,0.5,1.5
N0#18,2719,2803,0.5,1.2
N0#19,2719,2732,0.5,0.2
N0#20,2803,2716,1,3.8
N0#21,2826,2800,0.5,-0.4
N0#22,2716,2719,0.5,0.0
N0#23,2800,2803,0.5,0.0
N0#24,2732,2826,0.5,1.3
N0#25,2716,2732,0.5,0.2
N0#26,2719,2800,0.5,1.1
N0#27,2803,2826,0,-4.7
N0#28,2732,2803,0,-4.0
N0#29,2826,2719,0.5,-1.5
N0#30,2800,2716,1,3.8
N8#1,2565,2555,0.5,-0.1
N8#2,2520,2460,1,4.1
N8#3,2620,2565,1,4.2
N8#4,2630,2605,0.5,-0.4
N8#5,2585,2545,0.5,-0.6
N8#6,2575,2585,0.5,0.1
N8#7,2565,2565,0,-5.0
N8#8,2585,2585,1,5.0
N8#9,2545,2620,0.5,1.1
N8#10,2605,2460,1,3.0
N8#11,2630,2575,0.5,-0.8
N8#12,2555,2520,1,4.5
N8#13,2585,2630,0.5,0.6
N8#14,2460,2555,0,-3.7
N8#15,2620,2585,0.5,-0.5
N8#16,2575,2605,1,5.4
N8#17,2520,2565,0.5,0.6
N8#18,2565,2545,0.5,-0.3
N8#19,2575,2585,1,5.1
N8#20,2565,2460,1,3.5
N8#21,2605,2555,0.5,-0.7
N8#22,2630,2620,1,4.9
N8#23,2585,2565,0.5,-0.3
N8#24,2545,2520,0.5,-0.4
N8#25,2620,2575,0.5,-0.6
N8#26,2460,2545,1,6.2
N8#27,2585,2605,1,5.3
N8#28,2555,2565,1,5.1
N8#29,2565,2630,1,5.9
N8#30,2520,2585,0,-4.1
N8#31,2575,2565,0,-5.1
N8#32,2605,2565,0,-5.6
N8#33,2630,2520,1,3.5
N8#34,2585,2620,0.5,0.5
N8#35,2585,2460,1,3.3
N8#36,2545,2555,0.5,0.1
N8#37,2565,2585,0.5,0.3
N8#38,2620,2605,0.5,-0.2
N8#39,2460,2630,0,-2.7
N8#40,2555,2585,0,-4.6
N8#41,2565,2545,1,4.7
N8#42,2520,2575,1,5.8
N8#43,2575,2460,1,3.4
N8#44,2620,2565,0,-5.8
N8#45,2605,2545,0.5,-0.9
N8#46,2630,2555,0.5,-1.1
N8#47,2585,2520,1,4.1
N8#48,2585,2565,0.5,-0.3
N8#49,2545,2585,0.5,0.6
N8#50,2460,2585,0.5,1.7
N8#51,2565,2630,0.5,0.9
N8#52,2520,2620,0,-3.6
N8#53,2555,2575,0.5,0.3
N8#54,2565,2605,1,5.6
N8#55,2575,2565,0.5,-0.1
N8#56,2585,2555,0.5,-0.4
N8#57,2630,2545,0.5,-1.2
N8#58,2620,2460,1,2.8
N8#59,2565,2520,0.5,-0.6
N8#60,2605,2585,0.5,-0.3
N8#61,2555,2620,0.5,0.9
N8#62,2545,2575,1,5.4
N8#63,2520,2605,0,-3.8
N8#64,2460,2565,0.5,1.5
N8#65,2585,2630,1,5.6
N8#66,2565,2585,0.5,0.3
N3#1,2600,2585,0.5,-0.2
N3#2,2580,2605,0.5,0.4
N3#3,2645,2620,0.5,-0.4
N3#4,2570,2640,0.5,1.0
N3#5,2515,2540,0.5,0.4
N3#6,2605,2690,0,-3.8
N3#7,2565,2605,0.5,0.6
N3#8,2605,2570,0.5,-0.5
N3#9,2620,2515,0.5,-1.5
N3#10,2540,2565,0.5,0.4
N3#11,2640,2600,0.5,-0.6
N3#12,2505,2605,0.5,1.4
N3#13,2690,2580,1,3.5
N3#14,2585,2645,1,5.9
N3#15,2580,2505,0.5,-1.1
N3#16,2605,2540,1,4.1
N3#17,2570,2690,0.5,1.7
N3#18,2515,2585,0.5,1.0
N3#19,2565,2620,0.5,0.8
N3#20,2645,2640,0.5,-0.1
N3#21,2600,2605,0.5,0.1
N3#22,2640,2515,0.5,-1.7
N3#23,2585,2565,1,4.7
N3#24,2605,2580,0.5,-0.4
N3#25,2620,2605,0.5,-0.2
N3#26,2505,2570,0.5,0.9
N3#27,2690,2600,1,3.7
N3#28,2605,2645,1,5.6
N3#29,2570,2605,1,5.5
N3#30,2540,2620,0.5,1.1
N3#31,2600,2505,0.5,-1.3
N3#32,2605,2585,0.5,-0.3
N3#33,2515,2605,0.5,1.3
N3#34,2565,2640,1,6.1
N3#35,2645,2690,0,-4.4
N3#36,2605,2565,0,-5.6
N3#37,2585,2540,0.5,-0.6
N3#38,2580,2570,0.5,-0.1
N3#39,2640,2605,0.5,-0.5
N3#40,2505,2645,0.5,1.9
N3#41,2690,2515,1,2.7
N3#42,2605,2600,1,4.9
N3#43,2605,2605,0.5,0.0
N3#44,2540,2640,0,-3.6
N3#45,2620,2585,1,4.5
N3#46,2600,2580,1,4.7
N3#47,2515,2505,0.5,-0.1
N3#48,2565,2690,0,-3.3
N3#49,2645,2605,1,4.4
N3#50,2605,2540,0.5,-0.9
N3#51,2605,2515,1,3.7
N3#52,2570,2600,0,-4.6
N3#53,2640,2620,0.5,-0.3
N3#54,2505,2565,0,-4.1
N3#55,2690,2605,0,-6.2
N3#56,2580,2645,1,5.9
N3#57,2620,2605,0.5,-0.2
N3#58,2605,2505,0.5,-1.4
N3#59,2540,2690,0,-3.0
N3#60,2515,2580,0.5,0.9
N3#61,2565,2605,1,5.6
N3#62,2645,2570,1,3.9
N3#63,2585,2640,0,-4.2
N3#64,2600,2645,0.5,0.6
N3#65,2605,2585,0.5,-0.3
N3#66,2605,2605,1,5.0
N3#67,2505,2540,0.5,0.5
N3#68,2690,2620,0.5,-1.0
N3#69,2580,2565,0.5,-0.2
N3#70,2570,2515,0,-5.8
N3#71,2640,2605,0.5,-0.5
N3#72,2585,2690,0.5,1.5
N3#73,2605,2580,0.5,-0.4
N3#74,2540,2605,1,5.9
N3#75,2515,2600,0,-3.8
N3#76,2565,2570,1,5.1
N3#77,2620,2505,0.5,-1.6
N3#78,2600,2565,0.5,-0.5
N3#79,2645,2515,1,3.2
N3#80,2580,2540,0.5,-0.6
N3#81,2605,2620,1,5.2
N3#82,2505,2585,0.5,1.1
N3#83,2690,2640,0.5,-0.7
N3#84,2570,2605,0.5,0.5
N3#85,2620,2580,0.5,-0.6
N3#86,2605,2600,0.5,-0.1
N3#87,2585,2605,0.5,0.3
N3#88,2565,2645,0.5,1.1
N3#89,2640,2505,0,-6.9
N3#90,2605,2690,0,-3.8
N3#91,2540,2570,0.5,0.4
N3#92,2605,2640,0.5,0.5
N3#93,2505,2605,0,-3.6
N3#94,2515,2565,0,-4.3
N3#95,2645,2605,0.5,-0.6
N3#96,2580,2585,0.5,0.1
N3#97,2600,2540,1,4.1
N3#98,2570,2620,0.5,0.7
N3#99,2620,2600,0.5,-0.3
N3#100,2640,2580,1,4.1
N3#101,2690,2505,1,2.6
N3#102,2585,2570,1,4.8
N3#103,2540,2645,0.5,1.5
N3#104,2605,2515,1,3.7
N3#105,2605,2605,0.5,0.0
N4#1,2665,2675,0.5,0.1
N4#2,2695,2725,1,5.4
N4#3,2805,2740,1,4.1
N4#4,2725,2740,0.5,0.2
N4#5,2675,2805,0.5,1.8
N4#6,2695,2665,0.5,-0.4
N4#7,2805,2695,0.5,-1.5
N4#8,2740,2675,1,4.1
N4#9,2665,2725,0,-4.1
N4#10,2740,2685,0.5,-0.8
N4#11,2675,2695,0,-4.7
N4#12,2805,2725,1,3.9
N4#13,2695,2740,1,5.6
N4#14,2665,2805,0,-3.1
N4#15,2725,2675,1,4.3
N4#16,2725,2695,0.5,-0.4
N4#17,2740,2805,0.5,0.9
N4#18,2675,2665,0.5,-0.1
N4#19,2665,2695,0.5,0.4
N4#20,2805,2675,1,3.2
N4#21,2740,2725,0,-5.2
N4#22,2695,2805,0.5,1.5
N4#23,2725,2665,0.5,-0.9
N4#24,2675,2740,0.5,0.9
N4#25,2805,2665,0.5,-1.9
N4#26,2740,2695,0.5,-0.6
N4#27,2675,2725,1,5.7
N4#28,2665,2740,0.5,1.1
N4#29,2725,2805,0.5,1.1
N4#30,2695,2675,1,4.7
N5#1,2595,2805,0,-2.3
N5#2,2700,2660,1,4.4
N5#3,2655,2715,1,5.9
N5#4,2635,2640,0.5,0.1
N5#5,2615,2630,0.5,0.2
N5#6,2640,2595,0.5,-0.6
N5#7,2805,2700,0.5,-1.5
N5#8,2630,2660,1,5.4
N5#9,2715,2635,1,3.9
N5#10,2615,2655,0.5,0.6
N5#11,2595,2715,0,-3.3
N5#12,2700,2640,1,4.1
N5#13,2635,2615,0.5,-0.3
N5#14,2660,2805,0,-3.0
N5#15,2655,2630,0.5,-0.4
N5#16,2715,2700,0.5,-0.2
N5#17,2655,2635,0.5,-0.3
N5#18,2630,2805,0,-2.7
N5#19,2640,2660,0.5,0.3
N5#20,2615,2595,0.5,-0.3
N5#21,2700,2615,0.5,-1.2
N5#22,2635,2630,0.5,-0.1
N5#23,2805,2640,1,2.8
N5#24,2595,2655,0,-4.1
N5#25,2660,2715,0.5,0.8
N5#26,2655,2700,0,-4.4
N5#27,2635,2595,0.5,-0.6
N5#28,2630,2640,1,5.1
N5#29,2715,2805,0.5,1.3
N5#30,2615,2660,0.5,0.6
N5#31,2595,2630,0.5,0.5
N5#32,2700,2635,0.5,-0.9
N5#33,2805,2615,0.5,-2.5
N5#34,2640,2715,0,-3.9
N5#35,2660,2655,0,-5.1
N5#36,2630,2715,0.5,1.2
N5#37,2635,2660,0.5,0.4
N5#38,2655,2805,0.5,2.0
N5#39,2595,2700,0.5,1.5
N5#40,2615,2640,1,5.4
N5#41,2805,2635,0.5,-2.3
N5#42,2700,2630,0,-6.0
N5#43,2715,2615,0,-6.4
N5#44,2640,2655,0.5,0.2
N5#45,2660,2595,0.5,-0.9
N6#1,2765,2750,0.5,-0.2
N6#2,2665,2665,0.5,0.0
N6#3,2695,2730,0.5,0.5
N6#4,2730,2765,1,5.5
N6#5,2665,2750,0,-3.8
N6#6,2665,2695,0.5,0.4
N6#7,2695,2665,0.5,-0.4
N6#8,2750,2730,0.5,-0.3
N6#9,2765,2665,0.5,-1.4
N6#10,2765,2665,1,3.6
N6#11,2730,2665,0.5,-0.9
N6#12,2750,2695,0.5,-0.8
N6#13,2695,2765,0.5,1.0
N6#14,2665,2750,0.5,1.2
N6#15,2665,2730,1,5.9
N6#16,2730,2695,0.5,-0.5
N6#17,2665,2665,1,5.0
N6#18,2750,2765,1,5.2
N6#19,2765,2730,1,4.5
N6#20,2695,2665,1,4.6
N6#21,2750,2665,1,3.8
N6#22,2665,2695,1,5.4
N6#23,2730,2750,1,5.3
N6#24,2665,2765,1,6.4
N6#25,2765,2695,0.5,-1.0
N6#26,2750,2665,0.5,-1.2
N6#27,2730,2665,1,4.1
N6#28,2665,2765,0.5,1.4
N6#29,2695,2750,0.5,0.8
N6#30,2700,2735,0.5,0.5
N7#1,2665,2690,1,5.4
N7#2,2725,2795,0.5,1.0
N7#3,2690,2700,1,5.1
N7#4,2740,2690,1,4.3
N7#5,2795,2690,1,3.5
N7#6,2700,2740,0.5,0.6
N7#7,2725,2665,1,4.1
N7#8,2690,2725,0,-4.5
N7#9,2690,2665,0.5,-0.4
N7#10,2700,2690,0,-5.1
N7#11,2740,2665,0.5,-1.1
N7#12,2795,2725,0.5,-1.0
N7#13,2690,2740,1,5.7
N7#14,2725,2690,0,-5.5
N7#15,2700,2665,0.5,-0.5
N7#16,2690,2795,0.5,1.5
N7#17,2665,2725,0.5,0.9
N7#18,2700,2795,0,-3.7
N7#19,2795,2700,1,3.7
N7#20,2740,2725,1,4.8
N7#21,2665,2740,0.5,1.1
N7#22,2700,2725,1,5.4
N7#23,2795,2665,1,3.2
N7#24,2740,2795,1,5.8
N7#25,2665,2700,0.5,0.5
N7#26,2725,2740,0.5,0.2
N7#27,2665,2795,0.5,1.8
N7#28,2725,2700,0,-5.4
N7#29,2795,2740,0.5,-0.8
N7#30,2740,2700,0.5,-0.6
N4#1,2505,2525,0.5,0.3
N4#2,2515,2530,1,5.2
N4#3,2585,2500,0.5,-1.2
N4#4,2505,2530,0.5,0.4
N4#5,2505,2540,0,-4.5
